"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"MCS","260","Intro To Computer Science","2610","Math, Statistics, & Comp Scnc","16","6","1","2","2","0","0","0","0","0","0","0","0","0","0","5","Shulman, Andrew M","32"
"MCS","260","Intro To Computer Science","2610","Math, Statistics, & Comp Scnc","21","7","6","2","1","0","0","0","0","0","0","0","0","0","0","3","Steenbergen, John","40"
"MCS","275","Programming Tools","2610","Math, Statistics, & Comp Scnc","13","10","4","1","2","0","0","0","0","0","0","0","0","0","0","2","Steenbergen, John","32"
"MCS","320","Intro to Symbolic Computation","2610","Math, Statistics, & Comp Scnc","5","4","11","3","0","0","0","0","0","0","0","0","0","0","0","1","Adrovic, Danko","24"
"MCS","360","Intro To Data Structure","2610","Math, Statistics, & Comp Scnc","4","9","5","3","3","0","0","0","0","0","0","0","0","0","0","0","Adrovic, Danko","24"
"MCS","423","Graph Theory","2610","Math, Statistics, & Comp Scnc","8","3","8","0","0","0","0","0","0","0","0","0","0","0","0","3","Jain, Vishesh","22"
"MCS","425","Codes & Cryptography","2610","Math, Statistics, & Comp Scnc","10","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","Jones, Nathan","22"
"MCS","471","Numerical Analysis","2610","Math, Statistics, & Comp Scnc","4","3","5","0","0","0","0","0","0","0","0","0","0","0","0","2","Awanou, Gerard","14"
"MCS","521","Combinatorial Optimiztion","2610","Math, Statistics, & Comp Scnc","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Jain, Vishesh","14"
"MOVI","131","Understand Moving Image Arts","2492","English","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Goldbach, John S","14"
"MOVI","232","Film History I: 1890-WWII","2492","English","7","2","2","0","1","0","0","0","0","0","0","0","0","0","0","1","Rubin, Martin L.","13"
"MTHT","450","Concepts Elem/Mid Schl Math I","2610","Math, Statistics, & Comp Scnc","12","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Schubert, Erin Rose","16"
"MTHT","465","Tchng Algebra for Understndg","2610","Math, Statistics, & Comp Scnc","19","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Superfine, Alison May","22"
"MTHT","467","Intr Number Theory w/Applic","2610","Math, Statistics, & Comp Scnc","10","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Schubert, Erin Rose","13"
"NATS","105","Phys Syst Earth and Space Sci","2931","Natural Science","27","26","10","0","1","0","0","0","0","0","0","0","0","0","0","4","Sit, Stefany","68"
"NATS","200","Tutoring in Sci Learning Ctr","2931","Natural Science","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","Liubicich, Danielle","25"
"PHIL","100","Intro to Philosophy","2637","Philosophy","12","16","5","4","7","0","0","0","1","0","0","0","0","0","0","2","Sinkler, Georgette","47"
"PHIL","101","Critical Analytical Reasoning","2637","Philosophy","14","14","9","0","1","0","0","0","6","0","0","0","0","0","0","2","Whipple, John","46"
"PHIL","101","Critical Analytical Reasoning","2637","Philosophy","11","4","3","2","3","0","0","0","0","0","0","0","0","0","0","1","Williams, Joshua Lamar","24"
"PHIL","102","Introductory Logic","2637","Philosophy","10","6","5","3","0","0","0","0","1","0","0","0","0","0","0","1","Kloha, Taylor Ann","26"
"PHIL","102","Introductory Logic","2637","Philosophy","24","27","14","3","2","0","0","0","0","0","0","0","0","0","0","6","Sutherland, Daniel L","76"
"PHIL","104","What is Democracy?","2637","Philosophy","14","12","9","4","7","0","0","0","0","0","0","0","0","0","0","2","Laden, Anthony S","48"
"PHIL","110","Phil of Love and Sex","2637","Philosophy","49","27","8","8","4","0","0","0","0","0","0","0","0","0","0","4","Martin, Annette","100"
"PHIL","115","Death","2637","Philosophy","7","7","3","1","2","0","0","0","0","0","0","0","0","0","0","5","Fieser, Emma Marie","25"
"PHIL","115","Death","2637","Philosophy","6","10","6","2","0","0","0","0","0","0","0","0","0","0","0","1","Ortega Polito, Erick Bertin","25"
"PHIL","116","Biomedical Ethics","2637","Philosophy","4","7","4","1","4","0","0","0","0","0","0","0","0","0","0","1","Martens, Hannah","21"
"PHIL","201","Theory of Knowledge","2637","Philosophy","1","12","2","0","0","0","0","0","2","0","0","0","0","0","0","2","Sinkler, Georgette","19"
"PHIL","202","Philosophy of Psychology","2637","Philosophy","40","26","7","3","0","0","0","0","0","0","0","0","0","0","0","6","Sutherland, Daniel L","82"
"PHIL","203","Metaphysics","2637","Philosophy","27","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Sproule, Tyler Q","28"
"PHIL","204","Intro to Phil of Science","2637","Philosophy","13","10","1","0","1","0","0","0","1","0","0","0","0","0","0","0","Spinella, Jake","26"
"PHIL","206","Intro to Phil of Language","2637","Philosophy","7","3","1","1","2","0","0","0","0","0","1","0","0","0","0","0","Hatfield-Myers, Cody K","15"
"PHIL","210","Symbolic Logic","2637","Philosophy","3","1","3","1","0","0","0","0","1","0","0","0","0","0","0","3","Huggett, Nicholas","12"
"PHIL","223","His Mod Phil I: Descartes","2637","Philosophy","11","6","0","0","2","0","0","0","3","0","0","0","0","0","0","3","Whipple, John","25"
"PHIL","230","Animal Ethics","2637","Philosophy","7","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","Sarappo, Alex James","13"
"PHIL","300","Philosophical Discourse","2637","Philosophy","6","2","2","0","2","0","0","0","0","0","0","0","0","0","0","1","Goodman, Rachel","13"
"PHIL","403","Agency,Autonomy,Accountability","2637","Philosophy","6","7","0","0","1","0","0","0","1","0","0","0","0","0","0","0","Small, Charles W","15"
"PHYS","100","Preparatory Physics","2354","Physics","42","6","4","2","5","0","0","0","0","0","0","0","0","0","0","6","Sapeshka, Uladzimir","65"
"PHYS","112","Astronomy and Universe","2354","Physics","22","24","23","9","8","0","0","0","0","0","0","0","0","0","0","10","Ugalde, Claudio","96"
"PHYS","118","Physics in Modern Medicine","2354","Physics","8","3","5","4","1","0","0","0","0","0","0","0","0","0","0","1","Boergens, Kevin","22"
"PHYS","131","Physics for Life Sciences I","2354","Physics","41","40","34","2","0","0","0","0","0","0","0","0","0","0","0","3","DeJonghe, Richard Jerome","120"
"PHYS","131","Physics for Life Sciences I","2354","Physics","32","51","69","6","5","0","0","0","0","0","0","0","0","0","0","18","Iordanova, Aneta Ivanova","181"
"PHYS","131","Physics for Life Sciences I","2354","Physics","25","24","28","9","2","0","0","0","0","0","0","0","0","0","0","7","Ugalde, Claudio","95"
"PHYS","132","Physics for Life Sciences II","2354","Physics","54","32","19","6","2","0","0","0","0","0","0","0","0","0","0","4","Abu Naser, Enas","117"
"PHYS","132","Physics for Life Sciences II","2354","Physics","41","35","24","6","5","0","0","0","0","0","0","0","0","0","0","0","Espinoza, Randall","111"
"PHYS","141","General Physics I","2354","Physics","19","19","25","5","4","0","0","0","0","0","0","0","0","0","0","7","Barkan, Adrian","79"
"PHYS","141","General Physics I","2354","Physics","36","76","57","11","5","0","0","0","0","0","0","0","0","0","0","7","Hazelton, Ryan Lowell Crites","192"
"PHYS","142","General Physics II","2354","Physics","12","30","27","0","0","0","0","0","0","0","0","0","0","0","0","3","Barkan, Adrian","72"
"PHYS","142","General Physics II","2354","Physics","12","31","20","1","0","0","0","0","0","0","0","0","0","0","0","7","DeJonghe, Richard Jerome","71"
"PHYS","142","General Physics II","2354","Physics","15","36","24","5","4","0","0","0","0","0","0","0","0","0","0","9","Hazelton, Ryan Lowell Crites","93"
"PHYS","215","Computational Math/Physics","2354","Physics","12","2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","Khalili Araghi, Fatemeh","17"
"PHYS","230","Fundamentals of Relativity","2354","Physics","5","5","8","1","0","0","0","0","0","0","0","0","0","0","0","1","Imbo, Tom David","20"
"PHYS","260","Intro Thermal Physics","2354","Physics","19","42","27","3","2","0","0","0","0","0","0","0","0","0","0","4","Schlossman, Mark L","97"
"PHYS","401","Electromagnetism I","2354","Physics","11","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Yee, Ho-Ung","15"
"PHYS","411","Quantum Mechanics I","2354","Physics","15","2","2","5","1","0","0","0","0","0","0","0","0","0","0","1","Espinoza, Randall","26"
"PHYS","461","Thermal & Statistical Physics","2354","Physics","6","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Cavanaugh, Richard","14"
"PHYS","481","Modern Exp Physics I","2354","Physics","7","5","2","1","2","0","0","0","0","0","0","0","0","0","0","0","Mills, Corrinne","17"
"PHYS","499","Physics Problems","2354","Physics","15","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Mills, Corrinne","17"
"PHYS","501","Electrodynamics","2354","Physics","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Keung, Wai-Yee","10"
"PHYS","515","Mathematical Physics","2354","Physics","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Unwin, James","11"
"PHYS","561","Statistical Mechanics I","2354","Physics","10","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Zhou, Huan-Xiang","18"
"PHYS","595","Graduate Seminar","2354","Physics","0","0","0","0","0","0","0","0","0","0","0","0","0","41","2","0","Morr, Dirk K","43"
"POL","101","Elementary Polish I","2382","Pol, Russ & Lith Studies","10","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","Wolski-Moskoff, Izolda","13"
"POL","103","Intermediate Polish I","2382","Pol, Russ & Lith Studies","11","6","1","0","0","0","0","0","0","0","0","0","0","0","0","2","Majchrowicz-Wolny, Katarzyna","20"
"POL","115","Intro to Polish Culture","2382","Pol, Russ & Lith Studies","14","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Underhill, Karen","23"
"POLS","101","Intro to American Government","2734","Political Science","15","20","3","2","1","0","0","0","0","0","0","0","0","0","0","3","Alexander, S Alba","44"
"POLS","101","Intro to American Government","2734","Political Science","16","11","7","2","4","0","0","0","1","0","0","0","0","0","0","1","Fagan, Edward James","42"
"POLS","101","Intro to American Government","2734","Political Science","44","49","20","14","2","0","0","0","0","0","0","0","0","0","0","17","McKenzie, Evan C","146"
"POLS","120","Intro to Political Theory","2734","Political Science","53","13","2","1","3","0","0","0","0","0","0","0","0","0","0","0","Moruzzi, Norma Claire","72"
"POLS","130","Intro to Comparative Politics","2734","Political Science","50","14","6","0","1","0","0","0","0","0","0","0","0","0","0","6","Kostadinova, Petia A","77"
"POLS","184","Intro International Relations","2734","Political Science","49","34","5","3","3","0","0","0","0","0","0","0","0","0","0","5","Floros, Katharine","99"
"POLS","200","Methods of Political Science","2734","Political Science","28","3","2","1","0","0","0","0","2","0","0","0","0","0","0","1","Bruhl, Robert H","37"
"POLS","200","Methods of Political Science","2734","Political Science","23","11","2","0","1","0","0","0","0","0","0","0","0","0","0","1","Watson, John S","38"
"POLS","201","Political Data Analysis","2734","Political Science","7","2","1","1","3","0","0","0","1","0","0","0","0","0","0","1","Bruhl, Robert H","16"
"POLS","202","Civil War: Comparative Perspec","2734","Political Science","11","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Feldmann, Andreas","16"
"POLS","209","Latinos and Politics","2988","Latin American &Latino Studies","14","10","0","1","2","0","0","0","2","0","0","0","0","0","0","0","Ramos, Mitzi","29"
"POLS","210","Intro to Urban Politics","2734","Political Science","13","7","0","1","0","0","0","0","0","0","0","0","0","0","0","4","Alexander, S Alba","25"
"POLS","231","Intro to Chinese Politics","2734","Political Science","11","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","Zhang, Yue","18"
"POLS","232","Politics in Korea","2734","Political Science","10","2","0","0","1","0","0","0","0","0","0","0","0","0","0","1","Choi, Seung Whan","14"
"POLS","243","Polit & Govt of Middle East","2734","Political Science","10","4","2","1","1","0","0","0","0","0","0","0","0","0","0","0","Tepe, Sultan","18"
"POLS","284","International Security","2734","Political Science","26","2","0","3","2","0","0","0","0","0","0","0","0","0","0","6","Choi, Seung Whan","39"
"POLS","296","Fascism Europe & Mediterr","2349","Classics & Mediterran Studies","4","9","6","0","4","0","0","0","0","0","0","0","0","0","0","2","Doumanis, Nicholas","25"
"POLS","300","Symposium on Politics","2734","Political Science","9","1","2","0","1","0","0","0","2","0","0","0","0","0","0","0","Filindra, Alexandra","15"
"POLS","311","Black Politics in US","2734","Political Science","18","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","Johnson, Cedric","20"
"POLS","329","Sem on Amer Govt&Politics","2734","Political Science","24","3","0","0","1","0","0","0","0","0","0","0","0","0","0","3","Fagan, Edward James","31"
"POLS","349","Topics in Comparative Politics","2734","Political Science","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Tepe, Sultan","11"
"POLS","353","Constitutional Law","2734","Political Science","17","12","12","1","0","0","0","0","1","0","0","0","0","0","0","2","Lyles, Kevin L","45"
"POLS","354","Constitution & Civil Liberties","2734","Political Science","17","10","11","0","1","0","0","0","0","0","0","0","0","0","0","1","Lyles, Kevin L","40"
"POLS","389","Topics in Internatnl Relations","2734","Political Science","9","2","1","0","3","0","0","0","1","0","0","0","0","0","0","1","Floros, Katharine","17"
"POLS","489","Adv Tpcs Pol Theory: Foucault","2734","Political Science","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Engelmann, Stephen G","15"
"PORT","240","Rapid Portuguese","2606","Hispanic and Italian Studies","15","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Costa Neves, Felipe","17"
"PSCH","100","Introductory Psychology","2885","Psychology","103","108","83","20","24","0","0","0","0","0","0","0","0","0","0","21","Cervone, Daniel P","359"
"PSCH","100","Introductory Psychology","2885","Psychology","242","50","23","8","24","0","0","0","1","0","0","0","0","0","0","12","Chen, Jing","360"
"PSCH","100","Introductory Psychology","2885","Psychology","157","99","41","19","26","0","0","0","0","0","0","0","0","0","0","16","Flynn, Andrea Marie","358"
"PSCH","231","Community Psychology","2885","Psychology","61","50","18","7","8","0","0","0","0","0","0","0","0","0","0","5","Shaw, Jessica L","149"
"PSCH","242","Intro to Research in Psch","2885","Psychology","99","85","60","28","15","0","0","0","0","0","0","0","0","0","0","16","Baker, Christopher Albert","303"
"PSCH","242","Intro to Research in Psch","2885","Psychology","25","53","34","11","15","0","0","0","0","0","0","0","0","0","0","13","Staahl, Tomas Kenth","151"
"PSCH","262","Behavioral Neuroscience","2885","Psychology","65","37","26","12","3","0","0","0","0","0","0","0","0","0","0","3","Roitman, Mitchell Franklin","146"
"PSCH","270","Psychological Disorders","2885","Psychology","97","36","7","3","3","0","0","0","0","0","0","0","0","0","0","4","Meinzer, Michael","150"
"PSCH","270","Psychological Disorders","2885","Psychology","39","55","35","12","7","0","0","0","0","0","0","0","0","0","0","2","Passarotti, Alessandra","150"
"PSCH","271","Resilience","2885","Psychology","86","37","14","6","2","0","0","0","0","0","0","0","0","0","0","4","Kim-Cohen, Julia Yun Soo","149"
"PSCH","303","Writing in Psychology","2885","Psychology","6","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","Chen, Jing","10"
"PSCH","312","Social Psychology","2885","Psychology","106","25","13","3","1","0","0","0","1","0","0","0","0","0","0","1","Littman, Rebecca","150"
"PSCH","312","Social Psychology","2885","Psychology","79","43","13","6","4","0","0","0","0","0","0","0","0","0","0","2","Prims, Julia","147"
"PSCH","313","Social Psychology Lab","2885","Psychology","10","7","1","0","2","0","0","0","0","0","0","0","0","0","0","0","Murrar, Sohad","20"
"PSCH","313","Social Psychology Lab","2885","Psychology","12","5","2","1","0","0","0","0","0","0","0","0","0","0","0","0","Pasek, Michael Harrison Hirsh","20"
"PSCH","313","Social Psychology Lab","2885","Psychology","26","4","4","0","2","0","0","0","0","0","0","0","0","0","0","4","Sargis, Edward George","40"
"PSCH","315","Psch of Women & Gender","2885","Psychology","64","52","12","0","4","0","0","0","0","0","0","0","0","0","0","3","Flynn, Andrea Marie","135"
"PSCH","324","Cultural Psychology","2885","Psychology","50","65","31","1","3","0","0","0","0","0","0","0","0","0","0","0","Chen, Jing","150"
"PSCH","331","Community&Prevention Research","2885","Psychology","5","7","1","0","1","0","0","0","0","0","0","0","0","0","0","0","Flynn, Andrea Marie","14"
"PSCH","333","Lab in Clinical Psychology","2885","Psychology","10","0","3","2","2","0","0","0","0","0","0","0","0","0","0","3","Guerrero, Mayra","20"
"PSCH","333","Lab in Clinical Psychology","2885","Psychology","7","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Hsueh, Loretta Yao Pei","20"
"PSCH","333","Lab in Clinical Psychology","2885","Psychology","12","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","Lawton, Kathryn Elizabeth","20"
"PSCH","333","Lab in Clinical Psychology","2885","Psychology","12","6","1","0","1","0","0","0","0","0","0","0","0","0","0","0","Wardle, Margaret C","20"
"PSCH","340","Psychological Testing","2885","Psychology","72","43","19","9","4","0","0","0","0","0","0","0","0","0","0","3","Baker, Christopher Albert","150"
"PSCH","343","Stat Methods in Behav Sci","2885","Psychology","39","22","10","3","1","0","0","0","0","0","0","0","0","0","0","2","Demos, Alexander","77"
"PSCH","343","Stat Methods in Behav Sci","2885","Psychology","40","21","5","0","4","0","0","0","0","0","0","0","0","0","0","2","Novak, Lindsay Marie","72"
"PSCH","343","Stat Methods in Behav Sci","2885","Psychology","87","33","12","6","6","0","0","0","0","0","0","0","0","0","0","4","Prims, Julia","148"
"PSCH","350","Sensation and Perception","2885","Psychology","44","32","25","9","9","0","0","0","0","0","0","0","0","0","0","13","Salles, Angeles","132"
"PSCH","352","Cognition and Memory","2885","Psychology","32","28","7","1","3","0","0","0","0","0","0","0","0","0","0","1","Coughlin, Christine Ann","72"
"PSCH","363","Lab in Behavioral Neurosci","2885","Psychology","14","4","1","0","1","0","0","0","0","0","0","0","0","0","0","0","Keinath, Alexandra","20"
"PSCH","363","Lab in Behavioral Neurosci","2885","Psychology","11","6","2","0","1","0","0","0","0","0","0","0","0","0","0","0","Ragozzino, Michael E","20"
"PSCH","366","Cognitive Neuroscience","2885","Psychology","66","35","26","13","4","0","0","0","0","0","0","0","0","0","0","6","Passarotti, Alessandra","150"
"PSCH","367","Lab in Cognitive Neurosci","2885","Psychology","31","6","2","0","1","0","0","0","0","0","0","0","0","0","0","0","Passarotti, Alessandra","40"
"PSCH","381","Psch of Interviewing","2885","Psychology","30","10","2","3","4","0","0","0","0","0","0","0","0","0","0","1","Kim-Cohen, Julia Yun Soo","50"
"PSCH","381","Psch of Interviewing","2885","Psychology","6","16","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Smith, Lauren Tiffany","25"
"PSCH","381","Psch of Interviewing","2885","Psychology","24","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Yuodsnukis, Briahna","26"
"PSCH","382","Psychological Interventions","2885","Psychology","36","11","0","0","0","0","0","0","0","0","1","0","0","0","0","3","Smith, Lauren Tiffany","51"
"PSCH","385","Field Work in Applied Psch","2885","Psychology","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Baker, Christopher Albert","12"
"PSCH","385","Field Work in Applied Psch","2885","Psychology","16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Kim-Cohen, Julia Yun Soo","17"
"PSCH","385","Field Work in Applied Psch","2885","Psychology","30","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","Ochoa-Galindo, Carmen","34"
"PSCH","484","Neuroscience I","2453","Biological Sciences","6","7","4","2","3","0","0","0","0","0","0","0","0","0","0","2","Richmond, Janet Elizabeth","24"
"PSCH","507","Emerging Research Issues","2885","Psychology","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","Keinath, Alexandra","14"
"PSCH","508","Colloquium on Teaching Psch","2885","Psychology","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","Leshikar, Eric Duane","12"
"PSCH","519","Current Topics in Social Psch","2885","Psychology","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","Murrar, Sohad","11"
"PSCH","539","Curr Topic Commnty Prevent Res","2885","Psychology","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","1","Banales, Josefina","13"
"PSCH","542","Mixed-Effects Models","2885","Psychology","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Estabrook, Christopher Ryne","10"
"PSCH","543","Research Design & Analysis I","2885","Psychology","15","5","0","0","1","0","0","0","1","0","0","0","0","0","0","0","Demos, Alexander","22"
"PSCH","569","Curr Topics Behav Neurosci","2885","Psychology","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","Roitman, Mitchell Franklin","13"
"PSCH","579","Curr Topics in Clinical Psch","2885","Psychology","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","Meinzer, Michael","19"
"PSCH","584","Pract: Clinical Trainees","2885","Psychology","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","Szerszen, Jenna Rowen","35"
"RELS","101","Introduction to World Religion","2507","Religious Studies","14","18","7","1","3","0","0","0","0","0","0","0","0","0","0","2","Dingeldein, Laura B","45"
"RELS","130","Introduction to Islam","2507","Religious Studies","29","5","3","1","0","0","0","0","0","0","0","0","0","0","0","1","Doolin, Scott Robert","39"
"RELS","230","Islam &Challenges of Modernity","2507","Religious Studies","13","8","5","2","1","0","0","0","0","0","0","0","0","0","0","1","Saleem, Ariz","30"
"RUSS","101","Elementary Russian I","2382","Pol, Russ & Lith Studies","15","4","2","0","0","0","0","0","0","0","0","0","0","0","0","1","Petrenko, Ekaterina","22"
"RUSS","103","Intermediate Russian I","2382","Pol, Russ & Lith Studies","7","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","Kiianichenko, Alena","11"
"RUSS","115","Russ Culture Before Revolution","2382","Pol, Russ & Lith Studies","15","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","Kendall, Matthew","18"
"RUSS","120","Russ Short Story in Trans","2382","Pol, Russ & Lith Studies","6","3","1","0","1","0","0","0","2","0","0","0","0","0","0","0","Svynarenko, Anton","13"
"RUSS","202","Advanced Russian Culture","2382","Pol, Russ & Lith Studies","9","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Mitroshenkov, Konstantin","11"
"SJ","101","Intro to Social Justice","2369","Gender and Women's Studies","21","5","0","1","3","0","0","0","0","0","0","0","0","0","0","0","Nishida, Akemi","30"
"SJ","201","Theories and Practices of SJ","2369","Gender and Women's Studies","11","9","1","0","3","0","0","0","0","0","0","0","0","0","0","4","Gutierrez, Elena Rebeca","28"
"SOC","100","Introduction to Sociology","2772","Sociology","220","79","19","18","16","0","0","0","0","0","0","0","0","0","0","8","Luhr, Sigrid Willa","360"
"SOC","105","Social Problems","2772","Sociology","70","27","9","2","5","0","0","0","0","0","0","0","0","0","0","6","Khurram, Sajid","119"
"SOC","201","Intro Sociological Statistics","2772","Sociology","8","4","0","3","1","0","0","0","0","0","0","0","0","0","0","2","Kennedy, Ian","18"
"SOC","207","Racism: Global Perspectives","2363","Black Studies","9","1","3","1","1","0","0","0","0","0","0","0","0","0","0","1","Harrington, Jaira J","16"
"SOC","212","Human Sexuality","2772","Sociology","47","3","4","2","3","0","0","0","1","0","0","0","0","0","0","0","Miller, Jessie S","60"
"SOC","215","Sociology Childhood and Youth","2772","Sociology","35","7","3","4","11","0","0","0","0","0","0","0","0","0","0","5","Washington, Patrick C","65"
"SOC","224","Gender & Society","2772","Sociology","37","8","2","1","1","0","0","0","0","0","0","0","0","0","0","2","Mitchell, Mikayla E","51"
"SOC","225","Racial and Ethnic Groups","2772","Sociology","14","10","3","0","3","0","0","0","0","0","0","0","0","0","0","0","Clarno, Andrew J","30"
"SOC","226","Latinas in US","2988","Latin American &Latino Studies","19","4","1","1","0","0","0","0","0","0","6","0","0","0","0","0","Gutierrez, Elena Rebeca","31"
"SOC","229","Sociology of Latinos","2772","Sociology","29","5","1","1","1","0","0","0","0","0","0","0","0","0","0","1","Juarez, Jennifer C","38"
"SOC","231","Criminology","2909","Criminology, Law, and Justice","10","2","2","0","1","0","0","0","0","0","0","0","0","0","0","2","Bird, Jessica Jane","17"
"SOC","251","Health and Medicine","2772","Sociology","27","12","2","0","2","0","0","0","6","0","25","0","0","0","0","6","Vasquez, Emily","80"
"SOC","265","Politics, Algorithms, & People","2772","Sociology","9","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","Said, Atef","15"
"SOC","290","Soc Orientation & Success","2772","Sociology","0","0","0","0","0","0","0","0","1","0","0","0","0","30","7","2","Bailey, Amy K","40"
"SOC","300","Sociological Research Methods","2772","Sociology","13","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Garrett, Calvin","19"
"SOC","385","Sociological Theory","2772","Sociology","9","16","6","7","2","0","0","0","0","0","0","0","0","0","0","0","Decoteau, Claire Laurier","40"
"SOC","409","Senior Research Practicum","2772","Sociology","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Bailey, Amy K","10"
"SOC","424","Sociology of Gender","2772","Sociology","17","5","3","0","5","0","0","0","0","0","0","0","0","0","0","0","Via, Emily R","30"
"SOC","426","Black Images in US Film","2772","Sociology","12","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","Washington, Patrick C","16"
"SOC","433","Latin American Migration","2988","Latin American &Latino Studies","4","4","2","0","1","0","0","0","1","0","0","0","0","0","0","1","Bada Garcia, Yolanda Xochitl","13"
"SOC","490","Senior Capstone","2772","Sociology","13","3","3","0","2","0","0","0","1","0","0","0","0","0","0","0","Krysan, Maria","22"
"SOC","500","Research Methods I","2772","Sociology","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","McInerney, Paul-Brian","11"
"SOC","502","Sociological Statistics","2772","Sociology","8","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","Kennedy, Ian","11"
"SOC","595","Departmental Seminar","2772","Sociology","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","McInerney, Paul-Brian","10"
"SPAN","101","Elementary Spanish I","2606","Hispanic and Italian Studies","6","10","11","3","7","0","0","0","0","0","0","0","0","0","0","2","Castaneda Ovalle, Alejandra","39"
"SPAN","101","Elementary Spanish I","2606","Hispanic and Italian Studies","41","12","1","2","1","0","0","0","0","0","0","0","0","0","0","2","Gismondi, Michael Anthony","59"
"SPAN","101","Elementary Spanish I","2606","Hispanic and Italian Studies","8","8","2","0","0","0","0","0","0","0","0","0","0","0","0","2","Labarca Borrero, Judith Esther","20"
"SPAN","101","Elementary Spanish I","2606","Hispanic and Italian Studies","23","26","5","2","1","0","0","0","0","0","0","0","0","0","0","2","Maldonado, Elizabeth","59"
"SPAN","101","Elementary Spanish I","2606","Hispanic and Italian Studies","10","4","2","2","0","0","0","0","0","0","0","0","0","0","0","1","Rodriguez Gallego, Ana","19"
"SPAN","101","Elementary Spanish I","2606","Hispanic and Italian Studies","21","10","7","1","0","0","0","0","0","0","0","0","0","0","0","1","Sanchez Buergo, Fidel","40"
"SPAN","102","Elementary Spanish II","2606","Hispanic and Italian Studies","9","3","4","1","0","0","0","0","0","0","0","0","0","0","0","3","Arevalo Temoche, Juan Gonzalo","20"
"SPAN","102","Elementary Spanish II","2606","Hispanic and Italian Studies","22","10","4","2","0","0","0","0","0","0","0","0","0","0","0","2","Costa Neves, Felipe","40"
"SPAN","102","Elementary Spanish II","2606","Hispanic and Italian Studies","13","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","Frias-Bilbao, Nahia","20"
"SPAN","102","Elementary Spanish II","2606","Hispanic and Italian Studies","21","11","5","0","2","0","0","0","0","0","0","0","0","0","0","1","Mukherjee, Ipsita","40"
"SPAN","102","Elementary Spanish II","2606","Hispanic and Italian Studies","7","4","5","1","1","0","0","0","0","0","0","0","0","0","0","2","Ortiz-Uriarte, German","20"
